
OccupationCode|Skill
29-9021.00|IBM Cognos Impromptu
27-2012.00|Instagram
43-1011.00|Screencastify
41-3031.00|SunGard MicroHedge
27-2022.00|Video analysis software
19-2099.01|Web browser software
15-1241.00|Asset management administration software
15-1299.07|C++
25-1194.00|Edmodo
51-5111.00|Microsoft Excel
19-2031.00|Microsoft PowerPoint
41-9022.00|Showing Suite HomeFollowup
17-2111.02|Simulation of fires in enclosures SOFIE software
15-1231.00|UNIX
11-2032.00|Adobe Systems Adobe After Effects
43-3031.00|SAP Crystal Reports
11-2011.00|Twitter
19-1023.00|Word processing software
13-1071.00|Bond International Adapt Staffing
11-3051.04|Computerized maintenance management system CMMS
43-4051.00|Customer relationship management CRM software
15-1211.00|Elasticsearch
49-9071.00|Microsoft Exchange
19-4042.00|Microsoft Office software
17-2151.00|Microsoft PowerPoint
27-4031.00|Adobe Systems Adobe InDesign
15-1254.00|Apache HTTP Server
43-6014.00|Google Docs
39-4031.00|iCIMS Talent Cloud software
17-1021.00|Intergraph ImageStation Stereo Softcopy Kit SSK
51-9195.03|Microsoft Excel
19-3011.01|Microsoft Visual Basic
11-9199.02|Tax software
11-9013.00|AGCO Advanced Technology Solutions Fieldstar
51-4033.00|Autodesk AutoCAD
25-1054.00|C
11-1021.00|Customer information control system CICS
23-2011.00|Document management system software
25-1043.00|Google Angular
43-3031.00|Microsoft Access
19-2032.00|Microsoft Excel
49-9061.00|Microsoft Office software
43-6014.00|Atlassian JIRA
15-1211.00|Bash
13-1031.00|BCCORP W5 for Adjusters
51-4121.00|Microsoft Outlook
13-1041.04|Microsoft Windows
15-1255.00|Microsoft Windows Server
33-9099.02|Microsoft Word
51-8013.00|Web browser software
41-2031.00|CAP Automation SellWise
43-5061.00|LSA Visual DBR
13-2031.00|Microsoft Access
51-4033.00|Microsoft Excel
13-1041.07|Microsoft Project
17-2041.00|Microsoft Visual Basic
17-1022.01|Microsoft Windows
15-1232.00|Password management software
43-5011.01|Riege Software International Procars
17-2121.00|Siemens Solid Edge
15-1255.00|Adobe Systems Adobe Acrobat
17-2051.00|ESRI ArcInfo
11-9179.02|intelligenz Solutions intelliSpa
15-2041.00|Linux
13-2051.00|Microsoft OneNote
15-1244.00|Microsoft Visual Studio
17-2072.00|SystemVerilog
11-2032.00|Adobe Systems Adobe Creative Cloud software
13-2054.00|AnalyzerXL
13-2011.00|Datavantage
17-3029.01|GE Sensing & Inspection Technologies Rhythm UT
17-1022.01|Geographic information system GIS software
15-1212.00|HP WebInspect
19-1022.00|Image capture and analysis software
49-2092.00|Microsoft Outlook
43-6014.00|Oracle Business Intelligence Enterprise Edition
19-2041.01|R
41-2031.00|RiscStation POSSum
51-9162.00|Uncamco Ucam
13-1199.04|CA Clarity PPM
17-1011.00|Computer aided design and drafting software CADD
17-3025.00|Mathsoft Mathcad
19-4031.00|Microsoft PowerPoint
15-1212.00|MongoDB
51-9196.00|Quark enterprise publishing software
49-3023.00|Scheduling software
17-2112.02|Sparta Systems TrackWise
11-3031.01|Yardi software
17-2141.00|Computer aided manufacturing CAM software
25-1065.00|Email software
11-2022.00|Google Ads
17-3012.00|Microsoft Office software
19-3041.00|Microsoft PowerPoint
31-1121.00|Salesforce software
11-2022.00|Airtable
11-3131.00|eXe
15-1242.00|Extensible hypertext markup language XHTML
15-1244.00|FileMaker Pro
11-3021.00|Microsoft Access
19-1029.01|Microsoft SharePoint
11-3121.00|SAP software
49-3041.00|ServiceMax
41-2031.00|The Retail Solution
21-1013.00|Web browser software
13-2011.00|BNA Sales and Use Tax Rates and Forms
25-1021.00|Microsoft Excel
15-1253.00|MongoDB
11-9032.00|SchoolDESX
29-2081.00|Database software
27-1013.00|Extensible markup language XML
19-2043.00|Geographic information system GIS software
17-2151.00|GijimaAst Mining Solutions International Mine2-4D
13-2071.00|Paragon Financial Services Paragon Financial System
13-2061.00|PricewaterhouseCoopers TeamMate
19-3022.00|The MathWorks MATLAB
25-4031.00|WebClarity Software BookWhere
53-2012.00|Litchi
13-2051.00|Portfolio management software
15-1244.00|Systems integration software
13-2051.00|Yardi software
11-9199.02|Adobe Systems Adobe Acrobat
51-7041.00|Computerized numerical control CNC software
19-1029.04|Microsoft Excel
19-5012.00|Microsoft Office software
45-4011.00|Microsoft Project
19-2043.00|Scientific Software Group MODPUMP
27-3091.00|AceTools.biz Ace Translator
43-3051.00|Data entry software
19-3091.00|Geographic information system GIS systems
43-3021.00|Image exchange networks
21-1093.00|MEDITECH software
29-1299.02|Microsoft Word
15-1243.01|ParAccel Analytic Database
15-1252.00|Prolog
13-2052.00|Asset allocation software
17-2111.02|Atria smoke management engineering tools ASMET
15-1243.00|CA Technologies ERWin Data Modeler
19-3094.00|JSTOR database
41-9021.00|Microsoft Access
49-2098.00|Microsoft Windows
15-1212.00|NortonLifeLock cybersecurity software
15-2051.02|OpenClinica
15-1243.00|Operating system software
51-9162.00|3D Systems GibbsCAM
15-1241.00|C++
17-2072.01|Microsoft Windows Mobile
17-2199.07|QGIS
29-1161.00|SynaMed EMR
15-2031.00|Tableau
17-2051.00|The MathWorks MATLAB
25-1064.00|ESRI ArcGIS software
41-2031.00|MicroBiz
13-2082.00|Sync Essentials Trade Accountant
15-1211.00|Adobe Systems Adobe ActionScript
19-3041.00|ATLAS.ti
13-1051.00|IBM Lotus 1-2-3
15-1231.00|Microsoft Active Directory
25-4011.00|Microsoft Office software
13-1023.00|Microsoft Outlook
43-9061.00|Microsoft Publisher
15-1299.09|Scala
27-2012.03|Facebook
51-9071.06|GemCad
13-1031.00|Insurance claims fraud detection software
13-2082.00|Kleinrock Publishing
17-3031.00|Microsoft Exchange
41-9022.00|OWL Bookkeeping for Realtors
19-1031.02|R
15-1244.00|Remote desktop control software
17-2072.00|Agile Product Lifecyle Management PLM
15-1251.00|Bash
19-2041.01|ESRI ArcGIS software
27-3023.00|Microsoft Excel
43-6014.00|Microsoft Outlook
11-3121.00|People-Trak software
47-2211.00|QuickPen DuctDesigner 3D
15-1299.08|R
15-1255.01|Scheme
15-1299.08|Apache Maven
43-9111.00|Harvard Graphics
11-2021.00|Kapwing
43-3051.00|MicroFocus GroupWise
17-2081.00|Microsoft PowerPoint
27-2032.00|Microsoft Word
15-1253.00|3M Post-it App
25-1113.00|iParadigms Turnitin
41-1011.00|Point of sale POS parts and services software
17-3013.00|PTC Creo Parametric
43-5032.00|Sabre travel agent software
53-1041.00|Word processing software
17-2112.02|C#
11-3071.04|Infor Lawson Supply Chain Management
51-9161.00|JETCAM
11-2021.00|Microsoft Visio
15-2051.01|Microsoft Visual Basic
43-3011.00|Oracle JD Edwards EnterpriseOne
15-1299.09|Oracle PeopleSoft
29-1243.00|Robotic surgery software
27-2011.00|Twitter
27-3023.00|Adobe Systems Adobe After Effects
43-3031.00|Intrax ProcedureNet
27-1026.00|Microsoft Word
15-1252.00|Oracle Hyperion
15-1252.00|Red Hat OpenShift
15-1243.00|Test data generator software
25-4022.00|Thomson Scientific Dialog
17-2071.00|Verilog
15-2099.01|Bioconductor
15-2031.00|Geographic information system GIS software
19-4012.01|Novariant AutoFarm AF Viewer
27-2041.00|Power Tab Editor
27-1014.00|SplutterFish Brazil
43-6014.00|Timekeeping software
19-1029.02|Laboratory information management system LIMS
27-2041.00|MakeMusic Finale
13-2011.00|Microsoft Dynamics GP
21-1092.00|Microsoft Office software
19-3041.00|Microsoft Windows
43-4051.00|Sage MAS 200 ERP
15-1221.00|Simulation software
15-1212.00|Tcpdump
11-1021.00|Yardi software
15-1299.09|Automation Centre TrackerSuite.Net
25-9042.00|Loom
15-1243.00|Microsoft SharePoint
15-1251.00|SAP software
29-1071.00|Spreadsheet software
15-1212.00|Tenable Nessus
25-1121.00|Adobe Systems Adobe InDesign
17-3013.00|Autodesk Revit
15-1231.00|Microsoft Windows Server
15-1241.00|Transact-SQL
29-1071.01|Benchmark Systems Benchmark Clinical EHR
15-1299.08|Cisco IOS
19-3094.00|IBM SPSS Statistics
11-9072.00|LinkedIn
17-2061.00|Mentor Graphics Calibre
11-9179.01|Microsoft Outlook
51-6062.00|Microsoft Windows
29-1229.03|Microsoft Word
17-3024.01|Simulation software
11-1021.00|Calendar and scheduling software
13-1111.00|LexisNexis
25-4013.00|Microsoft Active Server Pages ASP
13-1111.00|Microsoft PowerPoint
51-9162.00|Microsoft Word
15-1244.00|Network management software
11-9072.00|SAP software
39-6012.00|Work scheduling software
45-4021.00|ESRI ArcView
25-1082.00|Gale Cengage Learning Associations Unlimited
13-2061.00|General Examination System GENESYS
25-1043.00|JavaScript
15-1221.00|Mathematical software
41-4012.00|Microsoft Dynamics CRM
15-1299.01|Structured query language SQL
15-1251.00|Threaded code compiler
15-1299.09|Wrike
11-3012.00|Microsoft Dynamics GP
25-1062.00|Microsoft Excel
27-1011.00|Microsoft Office software
49-2098.00|Microsoft PowerPoint
11-3051.01|Selenium
17-2199.08|Siemens SIMATIC WinCC
21-1094.00|Microsoft Access
17-3023.00|Oracle Hyperion
49-9081.00|Supervisory control and data acquisition SCADA software
17-3011.00|UGS Solid Edge
27-2023.00|Video editing software
53-1041.00|Cargo tracking system software
15-1231.00|IBM WebSphere
13-2054.00|Microsoft Visio
15-1253.00|R
53-4013.00|Railyard management software RMS
41-4012.00|Relational database management software
33-3051.00|SmartDraw Legal
27-1014.00|VectorDesigner
15-1232.00|IBM Cognos Impromptu
43-4121.00|Microsoft Word
15-1243.00|Oracle Java
13-2054.00|Pricing software
15-1252.00|SAS
43-5041.00|Word processing software
17-1021.00|Adobe Systems Adobe Acrobat
15-1243.00|Index tuning software
13-1041.04|Microsoft PowerPoint
19-1041.00|TerraSeer ClusterSeer
13-1071.00|IBM SPSS Statistics
15-1212.00|Integrity verification software
47-5022.00|Machine control systems
11-3051.01|Microsoft Visio
11-9081.00|Microsoft Word
17-1011.00|Adobe Systems Adobe InDesign
19-4099.03|Cascading style sheets CSS
11-9013.00|Countryside Data Ag Payroll
43-3011.00|Healthcare common procedure coding system HCPCS
13-2082.00|LaCerte 1040 Tax Analyzer
17-2171.00|Microsoft Project
47-4011.01|Structured query language SQL
19-2041.03|Adobe Systems Adobe Acrobat
17-2071.00|ETAP
49-9062.00|FaceTime
29-2055.00|Microsoft Excel
15-1252.00|Spring Framework
13-1141.00|Vebnet FIX&FLEX
11-1011.03|Web browser software
15-1232.00|Adobe Systems Adobe Creative Cloud software
27-4032.00|Adobe Systems Adobe Photoshop
43-5031.00|Microsoft Outlook
17-3026.00|MSC Software Nastran
11-9041.01|Oracle Java
13-1111.00|Relational database management software
15-1212.00|Supervisory control and data acquisition SCADA software
15-1252.00|UNIX Shell
53-2021.00|Center TRACON automation systems CTAS
11-3031.00|FileMaker Pro
13-1161.00|Insightful Corporation Confirmit
15-1255.00|Microsoft Visual SourceSafe
17-3031.00|MicroSurveyCAD
15-1211.00|Migration testing software
11-3021.00|MySQL
17-3025.00|Neural network modeling software
29-1222.00|CSS CLS-2000
33-3021.06|ESRI ArcView
43-9061.00|LexisNexis
29-2099.08|Microsoft Dynamics
27-4015.00|Microsoft Excel
13-1121.00|Microsoft Office software
37-2021.00|Microsoft Word
13-1151.00|Advanced business application programming ABAP
15-1241.00|Atlassian Bamboo
39-5092.00|DaySmart Software Salon Iris
49-3021.00|Equipment management information software
13-1071.00|HRM Direct
17-2112.01|Hypertext markup language HTML
15-1243.01|Microsoft Access
17-3024.00|Supervisory control and data acquisition SCADA software
29-1141.02|Zung Depression Rating Scale
19-2099.01|Amazon DynamoDB
25-1054.00|FFTW
17-2151.00|Gemcom PCBC
19-1021.00|Genetics computer group GSG software
13-1151.00|Halogen eLMS
13-1081.01|IBM Notes
49-2011.00|Microsoft Office Live Meeting
41-9011.00|Microsoft Office software
11-3131.00|Microsoft Word
15-2051.01|Oracle Fusion Applications
29-1021.00|Henry Schein Dentrix
25-1112.00|Microsoft Excel
15-1211.01|Microsoft Word
15-1241.00|Network documentation software
15-1241.01|Structured query language SQL
27-3041.00|Apple Final Cut Pro
11-9161.00|ESRI ArcGIS software
29-9021.00|IBM InfoSphere DataStage
43-9061.00|Microsoft PowerPoint
15-1299.01|OpenText Livelink ECM
19-3022.00|Research Spectrum Survent CATI
13-1151.00|Web browser software
25-4022.00|Adobe Systems Adobe Illustrator
15-1252.00|Google Drive
17-2071.00|IBM Notes
19-3022.00|IBM SPSS Statistics
13-1199.07|IBM Tivoli software
51-9161.00|Kentech Kipware M CNC
29-9021.00|Laserfiche software
17-2199.08|Microsoft Visio
25-1123.00|Moodle
15-1299.09|Splunk Enterprise
43-6014.00|Database software
25-1065.00|Desire2Learn LMS software
11-3111.00|Enterprise resource planning ERP software
19-1029.01|PostgreSQL
29-9092.00|Prognosis Innovation Healthcare ChartAccess
15-1232.00|Remote install server software
35-9031.00|Reservation software
29-2011.02|ClinLab LIS
51-3091.00|Email software
43-5111.00|Materials resource planning MRP software
19-4044.00|Microsoft Active Server Pages ASP
39-1014.00|Microsoft Excel
47-2041.00|Microsoft Office software
11-3031.00|Qlik Tech QlikView
15-1299.08|Skype
19-4061.00|Statistical software
13-2054.00|TradeTools Monthly U.S. Economic Database
11-9013.00|Trimble Farm Works
17-2199.11|Data visualization software
15-1244.00|Eclipse IDE
25-4012.00|Eloquent Systems Eloquent
27-4031.00|Litchi
43-3061.00|Microsoft Word
41-9021.00|Propertyware
11-3051.00|Supervisory control and data acquisition SCADA software
15-1242.00|Amazon Elastic Compute Cloud EC2
11-9199.02|Apple Safari
43-5061.00|Microsoft Dynamics
17-2111.02|Microsoft Project
25-1121.00|QuarkXPress
43-5032.00|Situation resource tracking software
41-1011.00|Visual Retail Plus
27-1014.00|Adobe Systems Adobe Illustrator
43-3011.00|Document management system software
25-9043.00|Flipgrid
35-3023.00|Foodman Home-Delivery
27-4014.00|Git
53-6032.00|Maintenance planning software
17-2199.06|Finite element method FEM software
19-4043.00|Midland Valley 2DMove
11-9179.02|Milano Spa
15-1251.00|Amazon Kinesis
43-5032.00|Computer aided dispatching auto routing software
13-1023.00|Database software
19-4099.03|Microsoft Image Composite Editor
49-3092.00|Microsoft Office software
29-1181.00|Real ear measurement REM software
47-2041.00|Aya Associates Comp-U-Floor
43-4051.00|Healthcare common procedure coding system HCPCS
11-3121.00|Microsoft Office SharePoint Server MOSS
43-6014.00|SmugMug Flickr
27-2012.05|Software development tools
17-2141.00|Dassault Systemes CATIA
17-3031.00|ESRI ArcGIS (analytical or scientific feature)
13-2052.00|Finance Logix Insurance Planner
11-3121.00|Harpers Payroll Services HR la Carte
43-3061.00|Inventory tracking software
13-2099.01|Microsoft Access
11-1021.00|Microsoft OneNote
15-1211.01|SAS
17-3026.00|EPLAN software
15-1241.00|Hewlett Packard LoadRunner
19-4071.00|JRP Consulting Survey Wizard
15-2051.01|Marketo Marketing Automation
15-1241.00|Microsoft Azure software
11-3013.00|Oracle Primavera Enterprise Project Portfolio Management
41-3031.00|Realm Business Solutions INSIGHT for ARGUS
11-2033.00|Slack
13-1023.00|SmugMug Flickr
31-1122.00|Word processing software
17-2199.06|Anisotropic Crystalline Etch Simulation ACES
17-2061.00|Block diagram software
19-1029.04|CUBIC
15-1255.00|Oracle Fusion Middleware
11-3031.03|Oracle Hyperion
15-1243.00|PostgreSQL
15-1254.00|Splunk Enterprise
25-1122.00|Adobe Systems Adobe Photoshop
15-1253.00|Apple Cocoa
11-3061.00|Automated purchase order software
25-2022.00|Blackboard software
17-2071.00|Dassault Systemes CATIA
19-1031.03|Email software
17-2011.00|Linux
15-1243.00|Oracle Eloqua
11-9111.00|R
29-1216.00|Allscripts Professional EHR
15-1241.00|JavaScript
29-9021.00|Microsoft Excel
17-2161.00|Microsoft Office software
25-1066.00|Moodle
15-1299.03|OpenDocMan
43-4051.00|Telemation e-CRM
27-2012.05|UNIX Shell
25-9044.00|Calendar and scheduling software
29-1223.00|Epic EpicCare Inpatient Clinical System
25-4031.00|HandyFile Find and Replace Text Aid Kit
15-2051.02|IBM SPSS Statistics
21-1014.00|Management information systems MIS
11-3071.04|Microsoft Access
11-9121.00|STATISTICA
35-3023.01|Microsoft Word
15-1241.00|Online traffic calculator software
19-1029.01|Oracle Java
51-4033.00|SAP software
49-9031.00|ServiceMax
43-4031.00|Spreadsheet applications
11-9041.00|Amazon Elastic Compute Cloud EC2
17-3025.00|Computer aided design and drafting CADD software
53-7071.00|Computerized maintenance management system CMMS
15-1251.00|Elasticsearch
25-1032.00|Email software
11-3021.00|Embarcadero Delphi
11-3051.00|QUMAS quality management solution software
41-1011.00|True North Computer Retail Plus
15-1244.00|Enterprise resource planning ERP software
19-2011.00|European Southern Observatory Munich Image Data Analysis System ESO-MIDAS
25-1125.00|Geographic information system GIS software
13-1041.06|Linux
47-2111.00|Microsoft Office software
29-2099.08|PracticeWorks Systems Kodak WINOMS CS
11-9199.02|Compliance11 Supervisory Suite
39-9011.01|Educational software
19-1029.02|FASTA
29-1023.00|Orthoease
31-9011.00|Scheduling software
27-1014.00|Adobe Systems Adobe Director
19-3032.00|Assessment Systems Corporation XCALIBRE
13-2051.00|DealMaven M&A Accretion/Dilution One-Pager
13-1023.00|Google Docs
13-1071.00|IBM Power Systems software
27-1024.00|Adobe Systems Adobe Fireworks
15-1212.00|Amazon Web Services AWS CloudFormation
27-4011.00|Apple Final Cut Pro
35-3031.00|Blink
41-3031.00|Microsoft PowerPoint
15-1244.00|Microsoft SQL Server Reporting Services SSRS
25-1022.00|Microsoft Word
13-2054.00|Montgomery Investment Technology Options XL
29-1161.00|Practice Partner Total Practice Partner
29-9092.00|CyrillicSoftware Cyrillic
31-9094.00|Microsoft ASP.NET
29-2035.00|Microsoft Excel
11-2021.00|Microsoft Office software
11-3071.04|Minitab
15-1255.00|Oracle Java
15-1299.09|Tigris Cabie
49-2093.00|Adobe Systems Adobe Creative Suite
43-3031.00|CCIS AccountAbility
15-1212.00|Oracle Solaris
41-2031.00|TokenWorks Magnetic Card Reader
19-2042.00|Upperspace ModelCAD
23-2093.00|Adobe Systems Adobe Acrobat
27-1025.00|Adobe Systems Adobe Creative Cloud software
41-9012.00|Computer aided design and drafting CADD software
51-7031.00|Dassault Systemes CATIA
15-1232.00|Database software
19-2042.00|EarthWorks Downhole Explorer
35-1012.00|Microsoft Office software
29-1011.00|Microsoft Outlook
27-2021.00|Motion analysis software
19-1023.00|Python
15-1299.09|Red Hat Enterprise Linux
49-2094.00|Word processing software
15-1251.00|Apache Hive
29-1031.00|DietMaster Systems DietMaster
51-3011.00|EGS CALCMENU
15-2051.01|Jupyter Notebook
15-1241.00|McAfee VirusScan
17-2199.11|Regional Energy Deployment System ReEDS
15-1242.00|Splunk Enterprise
25-9043.00|Web browser software
27-3043.00|Corel Presentation
43-4161.00|Database software
43-6012.00|Email software
43-5061.00|Exact Software Macola ES
17-2061.00|Freescale CodeWarrior Tools
15-1252.00|GroupMe
15-1251.00|IBM Cognos Impromptu
51-9162.00|ICAM CAM-POST
53-7051.00|Inventory management software
29-1217.00|Nuesoft Technologies NueMD
29-2011.02|Sunquest Information Systems Sunquest Laboratory
13-1031.00|Agency Management Systems AMS 360
51-2061.00|At Your Service Software At Your Service Repair
29-1127.00|Avaaz Innovations AphasiaMate
27-1014.00|DAZ Productions Carrara
25-9031.00|EasyCBM
25-1082.00|Extensible stylesheet language transformations XSLT
15-1254.00|Marketo Marketing Automation
29-1221.00|MedcomSoft Record
29-2072.00|Microsoft Dynamics
11-2011.00|Microsoft PowerPoint
13-1041.04|Deltek Costpoint
13-1151.00|Drupal
19-2042.00|Groundwater Vistas
47-4071.00|Intuit QuickBooks
47-1011.00|Microsoft PowerPoint
15-1241.00|Network availability monitoring software
15-1299.08|Perforce Helix software
27-4014.00|Avid Technology audio visual editing software
13-1071.00|Intelligent Algorithms InfoGIST Platinum Recruiter
15-1242.00|Oracle Hyperion
13-2051.00|Palisade Bond @nalyst
11-9179.02|Rogers Software Development SuperSalon
19-3022.00|Askiavoice
15-1221.00|Augmint
11-3051.03|Human machine interface HMI software
15-1253.00|jQuery
51-9161.00|Kentech machine shop software
19-2012.00|Spectroscopy software
17-2061.00|Word processing software
15-1299.08|Dynamic hypertext markup language DHTML
27-1024.00|FileMaker Pro
11-9072.00|IBM Cognos Impromptu
11-9041.00|Objective C
17-3011.00|Trimble SketchUp Pro
27-2012.03|Avid Technology iNEWS
17-2011.00|Computational fluid dynamics CFD software
51-9071.00|Computer assisted jewelry design CAD software
11-9121.02|Database software
19-4099.03|Hypertext preprocessor PHP
15-1241.00|Network storage software
19-1022.00|PredictProtein
15-2051.00|R
25-1022.00|SAS
11-9199.02|The Garland Group RiskKey
33-1011.00|3M Electronic Monitoring
25-1061.00|Blackboard Learn
13-1041.00|Document scanning software
47-5081.00|Google Docs
29-1299.01|Microsoft Excel
15-1254.00|Red Hat Enterprise Linux
49-2011.00|IBM Notes
19-4099.03|Interface definition language IDL
17-3021.00|JUnit
47-2071.00|Microsoft Office software
15-1299.09|NovaMind Merlin Project Manager
15-1243.00|React
15-2051.01|Scala
25-1053.00|Adobe Systems Adobe Acrobat
13-1051.00|Assured Software JPP
15-1221.00|Clustermatic
21-1012.00|Coin Educational Products Coin Jr.
11-1011.00|Extensible markup language XML
11-3051.01|Microsoft Office software
15-1221.00|Microsoft Visual Basic.NET
15-1241.00|Symantec Intruder Alert
45-2021.00|Adobe Systems Adobe Creative Suite
17-2161.00|BERMUDA nuclear transport computer codes
51-4071.00|Dassault Systemes SolidWorks
43-6013.00|Microsoft Publisher
15-1252.00|Microsoft Team Foundation Server
19-1031.00|Microsoft Word
15-1243.01|MySQL
13-2054.00|Oracle Database
19-3022.00|Pulse Train Pulser Web
11-3012.00|Sage 300 Construction and Real Estate
47-5012.00|Salesforce software
13-1141.00|Survey Sense
15-1212.00|Blink
13-1023.00|Database reporting software
15-1232.00|Elasticsearch
53-1044.00|Enterprise resource planning ERP software
29-1213.00|Epic Practice Management
11-3071.00|Integrated Decision Support Corporation Swap Advice
47-4071.00|Microsoft Word
17-2051.00|Stormwater hydrology software
15-1212.00|Teradata Database
47-3011.00|Accounting software
11-2033.00|Adobe Systems Adobe Illustrator
27-1014.00|C++
13-2052.00|Cheshire Financial Planning Suite
15-1244.00|Microsoft Dynamics
11-3121.00|Microsoft Excel
25-1067.00|Microsoft Outlook
39-9032.00|Microsoft Windows
41-1011.00|Payroll software
25-1072.00|Presentation graphics software
19-3093.00|Adobe Systems Adobe Photoshop
19-2099.01|ArduPilot Mission Planner
13-2061.00|Auditing software
25-1122.00|Desire2Learn LMS software
15-1299.09|InLoox
17-3031.00|Microsoft Word
13-1031.00|Axonwave Fraud and Abuse Management System
25-1061.00|Geographic information system GIS software
15-1232.00|Google Meet
43-4051.00|Microsoft Exchange
13-2054.00|Microsoft Office software
15-1244.00|Network intrusion prevention systems NIPS
13-1081.00|Purchasing software
15-1244.00|Qlik Tech QlikView
41-9031.00|Sales analysis software
17-2112.00|Extensible markup language XML
41-9022.00|Facebook
29-1217.00|Kareo Practice Management
29-2011.01|Lucia Comet Assay
19-2042.00|Microsoft Outlook
15-2011.00|Oracle Java
29-1222.00|Seacoast Laboratory Data Systems SurroundLab AR
15-1253.00|Configuration management software
19-3039.02|Conners' Continuous Performance Test II
39-9032.00|Microsoft PowerPoint
29-1041.00|OfficeMate Software Solutions ExamWRITER
27-1027.00|Python
27-1021.00|Cascading style sheets CSS
17-2111.02|Load-bearing analysis software
11-3012.00|Supervisory control and data acquisition SCADA software
25-1121.00|The Foundry Nuke
41-9012.00|Twitter
23-1011.00|ERP software
17-2141.00|Failure mode and effects analysis FMEA software
25-2011.00|Google Classroom
11-3121.00|IBM Cognos Impromptu
51-9081.00|Mainstreet Systems & Software DentaLab/PC II
43-9031.00|Mapping software
15-1253.00|Oracle Solaris
17-3027.00|ProModel
13-2011.00|ATX Total Tax Office
19-2099.01|BAE Systems SOCET GXP
13-1151.00|Beeline Learning Management System LMS
15-2041.00|Econometric Software LIMDEP
23-2093.00|Geographic information system GIS databases
51-2011.00|Microsoft Word
13-1141.00|Oracle HRIS
29-2061.00|Scheduling software
25-2021.00|Seesaw
39-3031.00|Ticket Alternative Express Entry
11-3013.01|Twitter
15-1232.00|Apache Ant
15-1211.00|Apache Hive
51-6064.00|Computer aided manufacturing CAM software
23-1011.00|Eclipse Legal Systems Proclaim
15-1251.00|Haskell
15-1252.00|Microsoft Word
11-2021.00|Oracle Database
17-2112.02|PHP
33-2022.00|Puppet
19-2042.00|RockWare ChemFlux
15-1299.08|Job control language JCL
43-9111.00|Microsoft Active Server Pages ASP
47-2152.00|Microsoft Office software
45-2021.00|Microsoft Windows
13-2054.00|Oracle Primavera Enterprise Project Portfolio Management
15-1211.00|Patch and update management software
13-1041.00|Safety Status Measurement System SafeStat
27-1025.00|20-20 Technologies 20-20 Design
13-2011.00|D'Arcangelo Galileo
19-1032.00|Fountains Forestry TwoDog
19-4099.03|Hypertext markup language HTML
43-5111.00|IBM Notes
43-3051.00|Microsoft Excel
51-9198.00|Microsoft Outlook
17-1011.00|Amazon Web Services AWS software
51-3093.00|Database software
25-1042.00|Microsoft Outlook
17-3012.00|SoftBrands Fourth Shift Edition
25-9031.00|TechSmith Camtasia
51-6092.00|Adobe Systems Adobe Photoshop
13-1051.00|ConEst JobTrac
47-2152.00|Horizon Engineering Sigma Plumbing Calculator
33-3051.00|Law enforcement information databases
13-2071.00|Merlin Information Services databases
17-3011.00|Piping and instrumentation design PID software
15-2051.01|Virtual private networking VPN software
33-3031.00|Web browser software
53-5031.00|Wonderware software
43-6011.00|Workbrain Employee Scheduling
15-1243.01|C
43-6012.00|Desktop publishing software
51-4081.00|Email software
11-9111.00|Fund accounting software
17-3026.00|Human machine interface HMI software
11-9141.00|Landport Systems Landport
29-1222.00|SCC Soft Computer SoftA/R
51-8013.00|Teknik Segala OSI Plant Information PI System
21-1022.00|MEDITECH software
35-3023.00|Microsoft Excel
51-4052.00|Microsoft Outlook
13-1111.00|Nagios
13-1161.00|PHP
11-9121.01|PPD Patient Profiles
29-2099.05|AcuityPro
11-9051.00|Evernote
29-9093.00|Patient tracking software
41-3041.00|Sabre Central Command
15-1211.01|Software development tools
11-9041.00|Splunk Enterprise
13-1041.06|Toxicology databases
15-1253.00|Apache Maven
17-3026.00|Cimatron computer-aided design and manufacturing software
17-2031.00|Common cause failure assessment software
17-3013.00|Computer aided design and drafting CADD software
17-2199.08|Computer aided software engineering CASE tools
27-2022.00|Evernote
35-2012.00|GNOME Gnutrition
43-3061.00|Intuit QuickBooks
11-9111.00|Kodak Dental Systems Kodak SOFTDENT Practice management software PMS
11-3021.00|Oracle E-Business Suite Financials
25-1124.00|Collaborative editing software
15-1242.00|Oracle PeopleSoft
51-9071.06|Spectrophotometer analysis software
39-4011.00|Belmar & Associates Mortware
15-2099.01|ClustalW
19-1041.00|Database software
15-1251.00|E++ pattern language
15-1253.00|Embarcadero JBuilder
29-2057.00|ezChartWriter
41-3031.00|Microsoft Windows
43-4051.00|Oracle JD Edwards EnterpriseOne
25-3041.00|Schoology
17-2121.00|ShipConstructor
15-1253.00|Blink
29-2072.00|Graphics software
15-1251.00|Microsoft Excel
27-4021.00|Microsoft Word
15-1253.00|SAP NetWeaver
25-1066.00|The MathWorks MATLAB
17-2071.00|Failure mode and effects analysis FMEA software
15-1299.05|Microsoft Active Directory
29-1216.00|Microsoft Office software
11-2011.00|Microsoft Windows
29-2056.00|Microsoft Word
11-9041.00|Oracle JD Edwards EnterpriseOne
17-2151.00|Overland Conveyor Belt Analyst
15-1255.00|PostgreSQL
19-3032.00|Scientific Software International PARSCALE
31-9099.01|Speech analysis software
25-1123.00|Apple Safari
43-9031.00|Arts & Letters Express
15-1299.09|Central Desktop
19-1021.00|Dassault Systemes Abaqus
17-3023.00|MAGIC software
43-4021.00|Microsoft Access
